EVENT_ID,BEGIN_DATE,BEGIN_TIME,BEGIN_LAT,BEGIN_LON,
10119365,3/20/1955,1500,29.08,-98,
10119367,3/20/1955,1600,29.48,-98.5,
10119370,3/20/1955,1815,30.58,-96.28,
10119371,3/20/1955,1955,32.5,-94.68,
10119374,3/31/1955,1415,33.5,-97,
10119376,3/31/1955,1700,32.78,-96.9,
10119591,3/31/1955,1725,32.58,-96.78,
10119592,3/31/1955,1940,30.58,-97.28,
10119597,4/5/1955,655,33,-99.78,
10119598,4/5/1955,655,32.78,-99.68,
10119603,4/5/1955,850,33.5,-98,
10119610,4/6/1955,300,33.78,-96.58,
10119613,4/6/1955,425,33.5,-97.18,
10119616,4/6/1955,440,33.38,-96.9,
10119624,4/11/1955,1925,33.7,-99.28,
10119633,4/20/1955,1445,31.5,-96.08,
10120495,5/6/1955,1730,31.5,-96.9,
10120510,5/11/1955,1900,30.9,-98.5,
10120511,5/14/1955,1800,32.78,-97.08,
10120724,5/14/1955,1850,32.88,-97,
10120729,5/15/1955,1654,32.78,-97.08,
10120731,5/15/1955,1700,32.58,-95.18,
10120734,5/15/1955,1815,30.08,-101.9,
10120736,5/15/1955,1839,32.38,-95.28,
10120749,5/19/1955,30,32.38,-99.4,
10120750,5/19/1955,115,32.78,-97.08,
10120760,5/23/1955,845,32.38,-95.28,
10120770,5/26/1955,150,34,-98.5,
10120774,5/30/1955,2153,31.78,-103.18,
10120775,5/31/1955,2100,35.2,-100.28,
10120776,6/1/1955,1330,34.2,-101.68,
10121634,6/3/1955,1930,34,-98.5,
10121637,6/4/1955,1830,31.7,-99,
10121638,6/4/1955,1830,31.7,-99,
10121639,6/5/1955,1515,31,-98.18,
10121640,6/5/1955,1600,30.78,-97.58,
10121642,6/5/1955,1730,31.7,-96.5,
10121859,6/5/1955,2330,28.88,-96.9,
10121860,6/8/1955,1300,33.7,-100.68,
10121861,6/8/1955,1330,32.78,-98.08,
10121862,6/8/1955,1350,33.78,-97.78,
10121865,6/8/1955,1500,33.7,-101.18,
10121866,6/8/1955,1530,33,-102.58,
10121867,6/8/1955,1530,32.78,-97.08,
10121868,6/8/1955,1534,32.78,-96.78,
10121870,6/8/1955,1700,32,-102.18,
10121871,6/8/1955,1700,31.4,-100.5,
10121872,6/8/1955,1900,31.5,-96.5,
10121873,6/9/1955,1600,29.88,-93.9,
10121876,6/14/1955,2000,32.58,-100.4,
10121878,6/14/1955,2041,32.38,-99.68,
10121879,6/14/1955,2315,31.7,-99,
10121882,6/15/1955,1800,33.2,-98.58,
10121883,6/15/1955,1830,32,-98.5,
10121885,6/15/1955,2030,29.08,-94.18,
10121887,6/16/1955,200,33.88,-97.58,
10121899,6/16/1955,1700,30.5,-99.78,
10121903,6/18/1955,200,34.38,-100.18,
10121904,6/18/1955,245,32.78,-97.08,
10121905,6/18/1955,330,32.28,-97.4,
10122763,6/19/1955,200,32.7,-96.9,
10122768,6/19/1955,2330,33.7,-101.78,
10122774,6/22/1955,1700,30.9,-96.68,
10122776,7/11/1955,1745,29.78,-95.4,
10122777,7/15/1955,2158,32.88,-97.08,
10122778,7/25/1955,1430,29.58,-95.5,
10122780,8/3/1955,1500,29.48,-97.4,
10118806,8/4/1955,1800,32.78,-98.9,
10118808,8/7/1955,1400,31.5,-106.18,
10118809,8/9/1955,1715,31.4,-97.78,
10118814,9/10/1955,1821,32.78,-97.08,
10118816,9/20/1955,1830,35.2,-101.68,
10118818,10/4/1955,1600,33.7,-101.18,
10118826,2/17/1956,1533,32.78,-96.78,
10118837,4/5/1956,1230,30.38,-99,
10118839,4/5/1956,1510,30.58,-96.28,
10118841,4/5/1956,1600,30.58,-97.4,
10118842,4/5/1956,1630,30.7,-95.58,
10118843,4/9/1956,1300,28,-97.5,
10118850,4/22/1956,1740,33.58,-99,
10119720,5/2/1956,30,34.38,-100.28,
10119721,5/2/1956,108,29.28,-94.78,
10119722,5/2/1956,138,34,-98.9,
10119724,5/7/1956,1630,33.28,-102.18,
10119726,5/7/1956,1900,32.08,-101.68,
10119727,5/7/1956,2000,32.28,-101.4,
10119728,5/7/1956,2005,32.38,-101.18,
10119952,5/26/1956,1930,31.6,-97.18,
10119960,5/27/1956,2055,33,-99.78,
10119961,5/27/1956,2125,34,-98.9,
10119965,5/31/1956,1330,32.7,-98.5,
10119967,5/31/1956,1430,33.5,-101.4,
10119968,5/31/1956,1445,31.6,-97.18,
10119969,5/31/1956,1623,30.58,-97.68,
10119970,5/31/1956,1715,30.38,-97.4,
10119971,5/31/1956,1810,32.28,-101.4,
10119972,6/3/1956,500,31.7,-97.18,
10119973,6/3/1956,1730,32.5,-99.78,
10119974,6/4/1956,2220,34.38,-101.18,
10119975,6/5/1956,1900,34.08,-101.5,
10119976,6/6/1956,1500,35.88,-102.4,
10119977,6/8/1956,1900,32.88,-98.18,
10119979,6/9/1956,2300,33.7,-101.9,
10119980,6/11/1956,1500,30.08,-94.28,
10119981,6/15/1956,500,29.28,-94.78,
10119987,7/2/1956,1950,31.28,-101.5,
10119990,7/6/1956,1300,33.08,-95.58,
10119991,7/6/1956,1345,32.58,-97.18,
10119992,7/8/1956,1630,34.38,-100.28,
10119993,7/8/1956,1715,34.28,-99.68,
10119994,7/8/1956,1730,34.38,-100.28,
10119995,7/8/1956,1800,34.2,-99.28,
10119996,7/8/1956,1900,33.5,-97.18,
10120849,7/24/1956,1350,32.7,-97,
10120853,7/25/1956,1632,27.5,-99.5,
10120854,7/30/1956,1630,31.9,-102,
10120856,8/14/1956,1800,32.78,-97.28,
10120859,8/20/1956,1500,28,-97.08,
10120861,8/30/1956,1630,32.78,-96.78,
10120862,8/30/1956,1800,33.08,-95.58,
10120863,8/30/1956,1820,33.08,-95.58,
10120864,8/30/1956,2000,32,-97.08,
10121076,8/30/1956,2100,33.08,-96.08,
10121078,8/31/1956,1500,32.08,-97.4,
10121079,8/31/1956,2030,31.78,-96.9,
10121080,8/31/1956,2030,31.6,-97.18,
10121082,9/3/1956,1530,31.4,-97,
10121084,9/7/1956,1600,31.7,-96.78,
10121086,9/24/1956,2140,34.38,-100.28,
10121087,9/26/1956,1335,27.7,-97.5,
10121089,10/3/1956,1640,28.7,-96.68,
10121092,10/4/1956,1330,27.78,-97.68,
10121093,10/4/1956,1330,27.78,-97.68,
10121096,10/14/1956,2100,34.38,-100.58,
10121098,10/15/1956,1940,27.88,-98.58,
10121099,10/15/1956,2000,28.2,-98,
10121100,10/18/1956,220,29.38,-100.58,
10121108,10/20/1956,1424,30.58,-96.28,
10121110,10/20/1956,1730,30.08,-94.08,
10121111,10/20/1956,1745,29.28,-94.78,
10121114,11/2/1956,500,30.78,-98.68,
10121115,11/2/1956,510,31.7,-98.08,
10121120,3/2/1957,2011,31.78,-94.58,
10121126,3/11/1957,210,30.7,-97,
10121991,3/17/1957,1800,29.28,-94.78,
10121996,3/20/1957,1645,31.6,-98.4,
10122220,3/20/1957,2030,30.28,-96.08,
10122222,3/20/1957,2134,30.78,-96.28,
10122226,3/27/1957,1705,31.6,-97.18,
10122235,3/31/1957,1400,30.58,-95.5,
10122253,4/2/1957,2230,32.38,-100.5,
10122256,4/3/1957,513,33.2,-97.08,
10122264,4/3/1957,1245,30.08,-93.68,
10118647,4/4/1957,1930,31.2,-93.68,
10118648,4/7/1957,2020,31.9,-102.18,
10118650,4/16/1957,30,29.58,-95.28,
10118657,4/19/1957,115,29.38,-98.58,
10118658,4/19/1957,115,29.68,-98.5,
10122285,4/20/1957,220,27.88,-97.68,
10122292,4/20/1957,1630,32.08,-96.58,
10122294,4/20/1957,1931,34,-98.5,
10122295,4/20/1957,2000,33.7,-98.58,
10122296,4/20/1957,2305,32.78,-97.08,
10122297,4/21/1957,530,30.08,-94.08,
10122321,4/22/1957,1942,33.38,-99.68,
10122323,4/24/1957,1100,31.6,-94.78,
10122326,4/24/1957,1405,31.6,-97.18,
10122327,4/24/1957,1413,30.9,-97.4,
10122334,4/24/1957,1615,31.7,-96.5,
10122336,4/24/1957,1625,30.7,-97.18,
10118720,4/24/1957,1640,30.78,-96.5,
10118882,4/26/1957,1330,31.4,-100.5,
10118885,4/26/1957,1810,31.1,-97.68,
10118886,4/26/1957,1831,31.1,-97.68,
10118888,4/27/1957,430,27.78,-97.68,
10118894,5/8/1957,1600,31,-96.9,
10118900,5/10/1957,2030,29.98,-101.58,
10118911,5/12/1957,2255,32.28,-97.4,
10118913,5/13/1957,725,33.58,-96.18,
10118914,5/13/1957,815,33.7,-95.58,
10119785,5/17/1957,2103,33.08,-98.58,
10119786,5/17/1957,2200,33.2,-98.18,
10119792,5/23/1957,900,32,-99.18,
10119794,5/23/1957,1010,32.88,-96.08,
10119795,5/23/1957,1045,33.08,-95.58,
10119800,5/23/1957,1420,32.88,-96.08,
10120018,5/23/1957,1420,32.28,-96.18,
10120017,5/23/1957,1420,33.08,-95.78,
10119801,5/23/1957,1420,33.08,-96.18,
10120020,5/23/1957,1545,32.5,-95,
10120021,5/23/1957,1559,32.5,-94.68,
10120042,5/25/1957,1815,31.2,-98.4,
10120045,5/30/1957,1918,33.7,-101.78,
10120046,5/30/1957,2028,31.78,-103.18,
10120047,5/30/1957,2213,31.4,-102.5,
10120048,5/31/1957,2025,34.28,-101.78,
10120049,5/31/1957,2025,34.28,-101.78,
10120052,6/1/1957,1810,27.78,-97.5,
10120054,6/5/1957,1643,31.5,-98.58,
10120055,6/8/1957,2017,33.7,-101.78,
10120058,6/12/1957,45,33.7,-100.68,
10120059,6/12/1957,410,34.28,-99.68,
10120061,6/12/1957,1415,30.5,-97.5,
10120062,6/12/1957,1440,30.58,-97.28,
10120064,6/19/1957,1827,30.7,-97.28,
10120067,6/22/1957,2230,33.38,-101.5,
10120068,6/23/1957,1312,31.9,-102.18,
10120070,6/23/1957,1700,32.7,-101.9,
10120919,7/1/1957,1700,33.2,-102.8,
10120920,7/21/1957,1556,35.5,-100.78,
10120921,7/21/1957,1911,33.7,-101.78,
10120922,7/23/1957,1500,31.78,-106.4,
10120923,7/31/1957,1611,30.5,-100.68,
10120926,8/12/1957,1800,33.7,-96.5,
10120928,8/26/1957,1900,36.38,-100.78,
10120929,8/28/1957,1510,35.2,-100.58,
10120930,8/31/1957,1530,32.78,-95.28,
10120931,9/2/1957,2010,31.4,-97.08,
10120932,9/2/1957,2130,29.88,-97.68,
10120933,9/3/1957,2130,30.58,-100.5,
10121148,9/6/1957,1430,33.2,-96.08,
10121149,9/11/1957,1530,32.78,-97,
10121150,9/11/1957,1535,32.28,-102.5,
10121151,9/11/1957,1900,32.28,-100.18,
10121152,9/11/1957,1915,30.28,-96,
10121153,9/11/1957,1930,33.7,-97.4,
10121155,9/20/1957,1650,31.6,-102.5,
10121158,9/20/1957,1800,34.2,-99.68,
10121160,9/20/1957,2040,34,-98.9,
10121168,10/15/1957,100,28.7,-96.28,
10121170,10/22/1957,1730,33.7,-101.78,
10121171,10/23/1957,800,30.08,-94.08,
10121172,10/23/1957,900,30.08,-93.9,
10121174,11/7/1957,2110,30.08,-94.08,
10121187,3/8/1958,500,32.7,-95.5,
10121192,3/29/1958,30,32.88,-96.58,
10122056,4/8/1958,1623,35.2,-101.68,
10122057,4/9/1958,500,29.88,-94.28,
10122060,4/9/1958,1830,33.2,-95.5,
10122068,4/19/1958,2019,35.2,-101.68,
10122069,4/19/1958,2300,34,-98.5,
10118949,4/19/1958,2340,33.28,-99.78,
10118953,4/20/1958,100,32.78,-98.9,
10118952,4/20/1958,100,32.5,-98.58,
10118954,4/20/1958,130,32,-100.28,
10118955,4/20/1958,200,32.88,-98.4,
10118956,4/20/1958,205,32.78,-97.28,
10118962,4/21/1958,1745,32,-96.78,
10118964,4/21/1958,1800,32.78,-96.78,
10118965,4/21/1958,1800,32.5,-97,
10118967,4/21/1958,1925,31.1,-96.68,
10118969,4/21/1958,2045,30.08,-96.58,
10118973,4/26/1958,1615,32.5,-94.28,
10118983,4/27/1958,1530,30.28,-96.08,
10118988,4/28/1958,1830,31.7,-97.18,
10118990,4/29/1958,800,32.78,-96.78,
10118991,4/29/1958,1000,32.7,-96.28,
10118998,4/29/1958,2245,31.6,-94.78,
10119001,4/30/1958,1100,33.08,-96.08,
10119002,4/30/1958,1925,32.08,-94.68,
10120709,5/2/1958,1140,31.4,-103.5,
10120710,5/2/1958,1200,31.6,-102.9,
10120711,5/2/1958,1200,31.9,-102.4,
10120714,5/3/1958,119,30.58,-96.28,
10120720,5/3/1958,300,33.2,-95,
10120721,5/3/1958,300,31.28,-94.78,
10120722,5/3/1958,430,29.2,-98.5,
10121514,5/11/1958,1833,31.9,-102.18,
10121515,5/11/1958,2000,34.28,-101.58,
10121516,5/11/1958,2030,34.08,-101.28,
10121520,5/12/1958,1800,34.88,-100.9,
10121521,5/12/1958,2005,35,-101.68,
10121522,5/15/1958,1500,30.5,-98,
10121526,5/25/1958,1630,31.9,-102.18,
10121528,5/27/1958,1900,33.2,-99.68,
10121538,6/1/1958,2030,33.58,-102.08,
10121539,6/1/1958,2030,33.58,-102.08,
10121540,6/1/1958,2130,34.08,-101.4,
10121541,6/1/1958,2130,34.08,-101.4,
10121544,6/8/1958,1941,32.38,-99.78,
10121545,6/8/1958,1941,32.38,-99.78,
10121546,6/8/1958,2000,32.5,-100.28,
10121549,6/8/1958,2000,32.38,-99.68,
10121548,6/8/1958,2000,32.38,-99.68,
10121547,6/8/1958,2000,32.5,-100.28,
10121550,6/12/1958,2000,34.2,-102.68,
10121551,6/12/1958,2000,34.2,-102.68,
10120431,6/21/1958,1530,31.5,-98.58,
10120432,6/21/1958,1530,31.5,-98.58,
10120433,6/22/1958,1130,28.88,-97.68,
10120434,6/22/1958,1130,28.88,-97.68,
10120436,6/23/1958,820,35.58,-101,
10120437,6/23/1958,820,35.58,-101,
10120438,6/23/1958,1122,34.28,-101.08,
10120439,6/23/1958,1122,34.28,-101.08,
10120440,6/23/1958,1345,32.7,-100.9,
10120441,6/23/1958,1345,32.7,-100.9,
10121219,6/23/1958,1530,32.08,-101.4,
10121220,6/23/1958,1530,32.08,-101.4,
10121224,7/3/1958,1500,32.88,-102.08,
10121227,7/3/1958,1500,33,-102.8,
10121226,7/3/1958,1500,32.88,-102.08,
10121225,7/3/1958,1500,33,-102.8,
10121233,7/4/1958,1900,32.28,-102.5,
10121234,7/4/1958,1900,32.28,-102.5,
10121238,7/5/1958,1800,34.2,-101,
10121239,7/5/1958,1800,34.2,-101,
10121242,7/6/1958,1845,30.28,-97.68,
10121243,7/6/1958,1845,30.28,-97.68,
10121244,7/7/1958,1400,30.08,-93.68,
10121245,7/7/1958,1400,30.08,-93.68,
10121248,7/12/1958,1900,35.58,-101,
10121249,7/12/1958,1900,35.58,-101,
10121254,7/16/1958,2235,35.58,-102.08,
10121253,7/16/1958,2235,35.58,-102.08,
10121259,7/22/1958,1145,32.28,-95.28,
10121258,7/22/1958,1145,32.28,-95.28,
10121264,7/22/1958,1850,29.58,-95.28,
10121265,7/22/1958,1850,29.58,-95.28,
10121268,7/22/1958,1900,33.78,-102.18,
10121269,7/22/1958,1900,33.78,-102.18,
10121274,7/31/1958,1630,33.2,-99.68,
10121275,7/31/1958,1630,33.2,-99.68,
10121843,8/1/1958,1630,33.2,-99.9,
10121846,8/3/1958,1500,31.6,-97.18,
10121847,8/3/1958,1649,30.28,-98.4,
10121848,8/3/1958,1825,32.2,-101.4,
10121849,8/12/1958,1430,32.38,-96.78,
10121851,8/12/1958,1455,32.78,-97,
10121852,8/12/1958,1600,31.4,-100.5,
10121853,8/12/1958,1645,31.78,-97.4,
10121855,8/12/1958,1730,32.7,-96.28,
10121856,8/12/1958,1900,32.78,-97.08,
10121857,8/13/1958,1600,28.88,-96.9,
10122070,8/14/1958,1100,29.58,-95.28,
10122071,8/14/1958,1720,28.7,-99.78,
10122073,8/17/1958,1700,32.28,-97.4,
10122076,8/20/1958,1700,33.58,-100.78,
10122078,9/16/1958,1635,32.5,-94.68,
10122080,10/21/1958,1425,32.5,-97.78,
10122082,11/13/1958,2300,32.7,-100.58,
10122083,11/13/1958,2300,33.2,-101.18,
10122084,11/17/1958,500,34.38,-100.28,
10122086,11/17/1958,600,32.38,-99.68,
10122089,11/17/1958,600,31.4,-100.5,
10122088,11/17/1958,600,32.7,-100.9,
10122087,11/17/1958,600,32.88,-100.08,
10122093,11/17/1958,710,34,-98.5,
10122095,11/17/1958,730,34.08,-98.58,
10122096,11/17/1958,845,32.78,-97.08,
10122098,11/17/1958,925,33.5,-96.78,
10122099,11/17/1958,950,33,-96.5,
10122100,11/17/1958,1000,32.28,-97.4,
10122101,11/17/1958,1100,33.08,-95.58,
10122102,11/17/1958,1400,32.5,-94.28,
10122104,2/14/1959,530,32.28,-95,
10122105,3/4/1959,2015,32.7,-97.28,
10122106,3/4/1959,2100,33.7,-96.68,
10122108,3/5/1959,2130,33.38,-96.4,
10122110,3/10/1959,1830,32.78,-97.28,
10122113,3/10/1959,2000,33.2,-96.18,
10122118,3/20/1959,1730,32.58,-94.18,
10122975,3/25/1959,1700,33.78,-96.58,
10122983,3/31/1959,2300,33.2,-96.78,
10122984,3/31/1959,2300,31.6,-96,
10122985,4/1/1959,30,32.38,-95.28,
10122989,4/7/1959,1500,33,-102.8,
10122991,4/8/1959,650,30.28,-95.28,
10118736,4/18/1959,1650,32.38,-97.5,
10118739,4/18/1959,1700,31.7,-99,
10118744,4/18/1959,2100,32.58,-96.5,
10118748,5/1/1959,1440,30.18,-104,
10118749,5/1/1959,1620,35.28,-101.28,
10118750,5/1/1959,2200,30.9,-100.58,
10118758,5/3/1959,1735,34.88,-100.58,
10118760,5/4/1959,1425,32.7,-101.4,
10118761,5/4/1959,1730,34.7,-100.5,
10118763,5/4/1959,1835,34.38,-100.18,
10118764,5/4/1959,2020,34,-100.78,
10118765,5/4/1959,2020,34.7,-100.58,
10118766,5/4/1959,2230,31.6,-102.5,
10118767,5/4/1959,2340,33.2,-101.28,
10118768,5/4/1959,2340,33.7,-101.5,
10119655,5/20/1959,1500,32.38,-99.68,
10119657,5/21/1959,500,29.28,-94.78,
10119878,5/22/1959,2000,32.7,-98.9,
10119889,5/27/1959,2030,32,-102,
10119900,6/1/1959,2148,34.58,-102.68,
10119901,6/1/1959,2200,34.2,-102.08,
10119903,6/3/1959,105,33.7,-102.4,
10119904,6/3/1959,400,32.7,-100.9,
10119905,6/3/1959,400,32.7,-100.9,
10119910,6/3/1959,1900,30.28,-104,
10119911,6/3/1959,2009,31.78,-103.18,
10119912,6/4/1959,1600,29.48,-96.9,
10119913,6/5/1959,958,35.2,-100.28,
10119914,6/5/1959,1430,34.5,-101.78,
10119916,6/11/1959,1932,32.38,-99.68,
10119917,6/12/1959,115,33.2,-97.08,
10119918,6/12/1959,145,32.78,-97.28,
10119919,6/12/1959,300,32.88,-96.68,
10119920,6/12/1959,400,31.6,-97.18,
10120777,6/22/1959,1930,33.7,-102.4,
10120778,6/22/1959,2000,35.58,-101,
10120786,7/4/1959,1500,32.28,-102.5,
10120787,7/6/1959,1500,34.5,-101.28,
10120793,7/10/1959,1745,35.7,-101.28,
10121005,7/10/1959,2000,35.2,-100.58,
10121006,7/10/1959,2030,34.78,-100.58,
10121007,7/10/1959,2040,34.58,-100.4,
10121011,7/14/1959,1900,35.2,-102.4,
10121025,7/23/1959,1800,31.9,-102.18,
10121026,7/23/1959,1800,33,-97.9,
10121031,8/13/1959,1700,31.5,-94.28,
10121032,8/18/1959,1800,31.9,-102.18,
10121034,8/30/1959,1800,34.38,-100.18,
10121035,8/30/1959,1930,34,-98.5,
10121036,8/30/1959,2030,33.5,-97.5,
10121037,8/30/1959,2140,32.78,-97.08,
10121038,8/31/1959,100,30.58,-97.68,
10121043,9/9/1959,1715,29.88,-94.78,
10121048,9/29/1959,2015,31.9,-102.18,
10121053,10/2/1959,1842,32.28,-102.5,
10121911,10/4/1959,700,32.88,-96.68,
10121913,10/31/1959,745,31.78,-95.5,
10121916,11/3/1959,1820,32.7,-95,
10121920,11/4/1959,30,32.28,-95.28,
10121923,11/4/1959,200,32.5,-94.28,
10121927,1/14/1960,444,34,-98.5,
10122143,2/3/1960,500,29.48,-96.9,
10122145,2/17/1960,1708,30.08,-94.08,
10122154,4/17/1960,1300,27.7,-98.08,
10122160,4/24/1960,1625,32.7,-96.28,
10122165,4/25/1960,1625,32.7,-96.28,
10122171,4/26/1960,1605,32.2,-94.08,
10122189,4/29/1960,940,29.98,-96.58,
10118867,5/4/1960,2025,33.2,-97.28,
10118869,5/4/1960,2125,32.78,-97.4,
10118874,5/5/1960,2040,32.78,-97.28,
10118875,5/5/1960,2132,32.78,-97.28,
10119093,5/6/1960,130,33.28,-94.18,
10119094,5/11/1960,1500,27,-98.08,
10119097,5/17/1960,1545,34.88,-100.9,
10119108,5/20/1960,445,33.78,-96.5,
10119110,5/20/1960,500,33.7,-95.58,
10119115,5/20/1960,730,33.28,-94.9,
10119117,5/22/1960,2030,33.78,-99.18,
10119118,5/23/1960,1200,28.38,-97.68,
10119121,5/25/1960,1855,31.6,-97.18,
10119123,5/25/1960,1930,31.6,-97.08,
10119124,5/26/1960,1500,33,-99.78,
10119134,5/28/1960,2120,34.28,-99.18,
10119135,5/28/1960,2200,33.78,-99.18,
10119139,5/31/1960,2030,31.6,-102.9,
10119143,6/1/1960,1930,32.88,-96.58,
10119144,6/1/1960,2100,33.7,-95.58,
10119145,6/4/1960,1600,32.58,-96.78,
10119999,6/6/1960,2130,33.08,-102.5,
10120000,6/7/1960,320,34.38,-100.28,
10120004,6/8/1960,1730,32.38,-100.5,
10120006,6/8/1960,1900,34,-100.28,
10120007,6/8/1960,2000,31.9,-100.18,
10120013,6/9/1960,2015,35.2,-101.68,
10120016,6/12/1960,1645,32.58,-99.68,
10120232,6/12/1960,1730,33.38,-95.78,
10120233,6/12/1960,1815,33.2,-95.68,
10120237,6/24/1960,2100,34.5,-102.9,
10120240,7/4/1960,2100,33.7,-101.78,
10120241,7/4/1960,2130,33.78,-101.78,
10120244,7/13/1960,2030,32.78,-96.78,
10120245,7/15/1960,1600,28.78,-97.78,
10120246,7/18/1960,1450,32.78,-97,
10120247,7/18/1960,1500,32.78,-97,
10120248,7/18/1960,1600,34.2,-99.28,
10120249,7/19/1960,1730,31.6,-97.18,
10120252,7/20/1960,1515,29.58,-95.28,
10120253,7/20/1960,1915,32.08,-102.18,
10120254,7/25/1960,720,33.78,-96.78,
10120255,7/26/1960,2200,32.78,-97.68,
10120256,7/28/1960,1200,33.5,-95.08,
10120261,8/20/1960,1800,35.7,-100.58,
10120262,8/20/1960,2035,34.38,-100.28,
10120264,8/24/1960,2000,34.38,-100.28,
10120267,9/23/1960,1645,29.38,-100.9,
10120273,10/7/1960,1343,26.38,-98.08,
10120277,10/11/1960,1720,34.08,-102.4,
10121132,10/13/1960,2023,31.6,-97.18,
10121133,10/13/1960,2200,31.7,-96.18,
10121143,10/16/1960,530,29.58,-98,
10121146,10/18/1960,1115,30.28,-96.08,
10121147,10/18/1960,1128,30.58,-96.4,
10121367,10/28/1960,1346,31.4,-100.5,
10121370,2/5/1961,1120,28.7,-98,
10121371,2/16/1961,1700,29.68,-95.28,
10121375,3/7/1961,1800,31.2,-94.78,
10121382,3/16/1961,1800,32.78,-98.08,
10121383,3/16/1961,1835,32,-97.08,
10121385,3/16/1961,1930,31.5,-96.78,
10121386,3/16/1961,1930,30.78,-96.4,
10121389,3/17/1961,1630,32.7,-97.08,
10121389,3/17/1961,1630,32.7,-97.08,
10121394,3/26/1961,1550,32.7,-96.9,
10122273,4/5/1961,1900,28.5,-98.58,
10122274,4/6/1961,645,29.28,-94.78,
10122278,4/8/1961,1547,34,-98.5,
10122280,4/8/1961,1822,31.6,-97.18,
10122497,4/11/1961,1635,31.78,-97.58,
10122500,4/11/1961,1700,31.6,-97.18,
10122502,4/11/1961,1745,31.5,-96.5,
10122505,4/11/1961,2000,34,-98.58,
10122506,4/11/1961,2130,30.08,-94.08,
10122508,4/26/1961,2225,33.7,-96.9,
10122512,4/30/1961,2015,34,-98.5,
10122514,4/30/1961,2220,33.28,-97.58,
10122515,4/30/1961,2230,33.2,-96.9,
10122517,4/30/1961,2301,33,-96.9,
10122518,4/30/1961,2305,32.78,-96.78,
10122519,4/30/1961,2330,32.88,-97.28,
10122520,5/1/1961,117,32.38,-95.28,
10122521,5/1/1961,200,32.5,-94.68,
10122524,5/1/1961,1700,31.6,-94.68,
10122537,5/3/1961,1940,33.58,-99.78,
10122539,5/3/1961,2000,33.38,-99.78,
10122340,5/8/1961,327,33,-96.68,
10122573,5/18/1961,1945,32.38,-100.9,
10122582,5/21/1961,2220,33.58,-97.08,
10122593,5/25/1961,1130,28.7,-96.9,
10122594,5/25/1961,1411,30.18,-97.68,
10122595,5/25/1961,1535,32.7,-97.5,
10122598,5/25/1961,1900,28.78,-96.9,
10122603,5/29/1961,1740,31.28,-103.5,
10122608,5/30/1961,1850,35.2,-101.68,
10122612,6/2/1961,1800,35.2,-101.08,
10122614,6/2/1961,2100,34,-100.28,
10122618,6/3/1961,1600,34.2,-102.9,
10122623,6/3/1961,1805,32.38,-99.68,
10118941,6/4/1961,1808,32.78,-99.68,
10118943,6/4/1961,1915,32.5,-99.78,
10118945,6/4/1961,2050,32.28,-100.4,
10118946,6/4/1961,2350,33,-99.78,
10119169,6/5/1961,1600,31.4,-97.08,
10119171,6/5/1961,1610,31.6,-97.18,
10119181,6/5/1961,1930,33.2,-101.4,
10119183,6/5/1961,2350,32.78,-99.9,
10119192,6/7/1961,2145,32.5,-100.58,
10119193,6/7/1961,2300,32.38,-99.78,
10119201,6/8/1961,1930,30.58,-98,
10119202,6/8/1961,2000,31.6,-97.18,
10119206,6/12/1961,1700,34.38,-100.9,
10119211,6/18/1961,1815,33.88,-102.28,
10119214,6/18/1961,2030,32.28,-102.5,
10119217,6/24/1961,1945,33.7,-101.78,
10120071,6/24/1961,2100,35.2,-101.68,
10119218,6/24/1961,2100,34.2,-101.68,
10120072,6/24/1961,2130,32.7,-100.9,
10120078,7/7/1961,1925,33.08,-97,
10120079,7/7/1961,1938,32.78,-97.08,
10120080,7/8/1961,1500,32.38,-99.68,
10120085,7/10/1961,1900,36.38,-100.78,
10120087,7/12/1961,1615,31.6,-97.18,
10120309,7/14/1961,2119,35.2,-101.68,
10120313,7/16/1961,1750,31.2,-94.78,
10120314,7/16/1961,2045,31.6,-97.18,
10120316,7/20/1961,1800,35.88,-102,
10120320,8/4/1961,1315,30.28,-97.78,
10120322,8/4/1961,1630,30.7,-94.9,
10120324,8/4/1961,1700,29.48,-98.5,
10120325,8/4/1961,1700,29.38,-98.5,
10120326,8/4/1961,2100,31.6,-97.18,
10120327,8/8/1961,1200,29.58,-95.28,
10120328,8/11/1961,1630,30.5,-104.08,
10120333,9/3/1961,1900,34,-98.5,
10120334,9/3/1961,2315,34,-98.5,
10120336,9/8/1961,1800,31.78,-106.4,
10120343,9/12/1961,930,31.4,-94.9,
10120345,9/13/1961,1445,26.38,-98.9,
10120346,9/13/1961,1500,26.28,-98.58,
10120347,9/13/1961,1600,26.28,-98.18,
10120348,9/13/1961,1630,26.2,-97.78,
10120354,9/24/1961,1800,32.28,-101.5,
10121202,10/2/1961,130,32.38,-100.4,
10121203,10/2/1961,245,33.08,-97,
10121214,11/22/1961,300,31.9,-96.78,
10121434,11/22/1961,1250,30.28,-94.5,
10121439,2/18/1962,200,31.6,-97.18,
10121458,3/31/1962,129,30.08,-94.08,
10121460,4/4/1962,1943,29.38,-100.9,
10121463,4/10/1962,1845,32.78,-97.08,
10121465,4/10/1962,1859,32.7,-96.78,
10121467,4/10/1962,1900,32.78,-96.78,
10121487,4/26/1962,2200,34,-98.5,
10119006,4/27/1962,400,30.5,-97.9,
