EVENT_ID,BEGIN_DATE,BEGIN_TIME,BEGIN_LAT,BEGIN_LON,
5415609,7/30/2004,2036,35.45,-100.26667,
5415673,7/30/2004,2125,35.21667,-100.25,
5412169,7/31/2004,1300,31.58333,-96.15,
5412170,7/31/2004,1345,31.8,-96.96667,
5418352,8/4/2004,1945,35.45,-102.11667,
5413239,8/5/2004,1725,31.5,-94.35,
5413240,8/5/2004,1730,31.51667,-94.11667,
5413236,8/5/2004,1915,31.18333,-94.78333,
5417832,8/5/2004,1938,31,-93.63333,
5418351,8/6/2004,1600,34.98333,-102.31667,
5419753,8/6/2004,1701,31.51667,-100.5,
5419669,8/6/2004,2120,GRAHAM CHAPEL,8/6/2004,The Texas Tech West Texas Mesonet station reported a 64 mph thunderstorm wind gust.
5420894,8/7/2004,2044,31.93333,-105.2,
5418446,8/10/2004,1925,35.26667,-102.76667,
5418444,8/10/2004,2230,35.7,-100.23333,
5418445,8/10/2004,2230,35.61667,-100.25,
5418443,8/11/2004,30,35.45,-100.26667,
5418442,8/11/2004,45,PERRYTON MUNI ARPT,8/11/2004,
5418441,8/11/2004,101,36.48333,-100.58333,
5418440,8/11/2004,102,36.45,-100.53333,
5418439,8/11/2004,115,36,-100.23333,
5419007,8/11/2004,1438,31.3,-96.9,
5413153,8/11/2004,1505,32.4,-95.3,
5419008,8/11/2004,1515,30.85,-96.96667,
5419788,8/11/2004,1558,30.66667,-96.36667,
5419789,8/11/2004,1600,30.6,-96.76667,
5420600,8/11/2004,1623,30.35,-96.81667,
5419975,8/11/2004,1640,30.21667,-96.61667,
5420601,8/11/2004,1659,30,-97.16667,
5420602,8/11/2004,1705,29.9,-96.95,
5419979,8/11/2004,1715,30.16667,-96.4,
5419976,8/11/2004,1737,30.01667,-96.2,
5419980,8/11/2004,1748,30.05,-96.33333,
5419977,8/11/2004,1822,29.6,-95.96667,
5419978,8/11/2004,1822,29.53333,-96.1,
5418374,8/12/2004,1750,35.03333,-101.98333,
5418541,8/12/2004,2315,31.93333,-103.91667,
5418543,8/12/2004,2355,31.45,-103.4,
5418542,8/13/2004,100,31.41667,-103.48333,
5420900,8/13/2004,2309,EL PASO INTL ARPT,8/13/2004,
5418593,8/18/2004,1550,30.21667,-95.75,
5413147,8/19/2004,1415,32.05,-94.46667,
5413148,8/19/2004,1415,31.96667,-94.06667,
5419089,8/19/2004,1504,31.61667,-96.28333,
5419086,8/19/2004,2040,31.03333,-96.48333,
5419085,8/19/2004,2045,30.98333,-96.65,
5417632,8/20/2004,5,WHITEFACE,8/20/2004,The Texas Tech West Texas Mesonet station 8 SW Sundown measured a 60 mph thunderstorm wind gust.
5419888,8/20/2004,1902,31.01667,-99.18333,
5419896,8/21/2004,1437,31.26667,-101.1,
5417424,8/21/2004,1525,31.56667,-101.66667,
5420604,8/21/2004,1530,29.56667,-97.96667,
5417574,8/21/2004,1835,32.8,-102.75,
5417571,8/21/2004,1859,32,-102.08333,
5417327,8/21/2004,1920,30.81667,-102.95,
5419672,8/22/2004,125,SILVERTON,8/22/2004,The Texas Tech West Texas Mesonet station measured a 64 mph thunderstorm wind gust.
5420605,8/22/2004,2022,29.41667,-98.66667,
5418540,8/25/2004,330,32.25,-101.46667,
5419900,8/25/2004,1658,30.85,-100.61667,
5418538,8/26/2004,1803,DRYDEN,8/26/2004,An isolated thunderstorm produced a severe wind gust that was measured by the Terrell County Airport ASOS during the early evening of the 27th.
5420677,8/27/2004,1900,28.43333,-99.56667,
5417841,8/28/2004,1149,30.11667,-94.01667,
5418601,8/28/2004,1425,30.08333,-95.48333,
5418602,8/28/2004,1435,30.15,-95.43333,
5417843,8/28/2004,1558,30.78333,-94.18333,
5417844,8/28/2004,1629,30.65,-93.91667,
5417415,8/30/2004,1550,32.6,-101.2,
5417417,8/30/2004,1630,32,-102.28333,
5423850,9/14/2004,1530,33.36667,-97.18333,
5423852,9/14/2004,1630,33.63333,-97.15,
5423851,9/14/2004,1800,32.2,-95.85,
5422625,9/23/2004,1855,(MAF) MIDLAND INTL,9/23/2004,Several units at a trailer home dealership suffered wind damage southeast of Midland International Airport. The Automated Surface Observation System located at the airport recorded severe thunderstorm wind gusts up to 61 MPH. A large flag pole also was broken by the winds near the intersection of Midland County Road 60 and Farm to Market Road 1788.
5423686,9/23/2004,1908,31.36667,-100.5,
5424866,9/29/2004,1732,31.9,-106.43333,
5421994,9/29/2004,1922,PINE SPGS,9/29/2004,
5421907,9/30/2004,1740,BROWNFIELD,9/30/2004,Texas Tech West Texas Mesonet station measured a gust to 60 mph.
5422080,9/30/2004,1820,31.33333,-102.86667,
5421967,9/30/2004,1915,33.51667,-100.33333,
5420621,9/30/2004,1947,34.25,-99.5,
5427071,10/1/2004,1735,31.71667,-98.98333,
5427072,10/1/2004,1858,31.75,-99.95,
5427152,10/4/2004,1234,30.81667,-95.13333,
5427153,10/4/2004,1253,30.71667,-94.73333,
5426993,10/4/2004,1349,30.73333,-93.63333,
5427154,10/4/2004,1612,29.56667,-95.28333,
5427212,10/4/2004,1615,29.5,-95.1,
5426983,10/5/2004,2125,PLAINS,10/5/2004,
5426592,10/6/2004,5,31.56667,-102.93333,
5426594,10/6/2004,150,30.88333,-102.86667,
5427052,10/6/2004,1855,32.28333,-96.05,
5427053,10/6/2004,1945,32.38333,-96.1,
5427662,10/6/2004,2340,31.31667,-103.78333,
5427664,10/7/2004,105,31.91667,-102.95,
5427665,10/7/2004,135,31.83333,-102.5,
5427669,10/7/2004,235,31.91667,-101.83333,
5427668,10/7/2004,258,32.73333,-101.95,
5424713,10/13/2004,1530,29.88333,-97.66667,
5424716,10/13/2004,1610,30.2,-98.08333,
5427579,10/13/2004,1630,32.4,-100.85,
5427075,10/13/2004,1715,32.26667,-100.45,
5424717,10/13/2004,1730,29.88333,-97.66667,
5427076,10/22/2004,1935,30.48333,-100.05,
5424869,10/24/2004,1549,29.53333,-98.3,
5427062,10/30/2004,2008,32.05,-98.55,
5425830,11/20/2004,1936,28.8,-96.96667,
"Victoria Regional ASOS:  9.32""",,,,,
"Victoria Tanglewood Subdivision:  8.85""",,,,,
"Inez 8 mi WNW:  5.81""",,,,,
"Victoria Fire Dept:  6.75""",,,,,
"Coleto Creek Reservoir:  4.08""",,,,,
"Goliad:  1.19""""",,,,,
5428200,11/21/2004,1355,30.01667,-97.2,
5428205,11/21/2004,1510,30.66667,-98.38333,
5429001,11/23/2004,1045,30.88333,-97.4,
5428831,11/23/2004,1055,30.08333,-97.5,
5429002,11/23/2004,1127,31,-97.46667,
5429004,11/23/2004,1130,31.46667,-97.2,
5429003,11/23/2004,1130,30.88333,-97.4,
5428995,11/23/2004,1245,30.91667,-97.53333,
5429005,11/23/2004,1300,30.93333,-97.23333,
5426179,11/23/2004,1538,31.51667,-99.91667,
5425436,11/23/2004,1610,30.5,-95.26667,
5426181,11/23/2004,1615,31.83333,-99.43333,
5426180,11/23/2004,1615,31.73333,-99.33333,
5426259,11/23/2004,1630,31.75,-98.95,
5432380,11/23/2004,1642,31.51667,-94.11667,
5429007,11/23/2004,1708,30.8,-97.3,
5427747,11/23/2004,1740,32.75,-96.98333,
5427750,11/23/2004,1849,31.86667,-96.33333,
5428955,11/23/2004,2010,29.9,-96.86667,
5425832,11/23/2004,2018,28.9,-97.2,
5425443,11/23/2004,2038,30.66667,-96.36667,
5425833,11/23/2004,2038,28.8,-96.98333,
5425444,11/23/2004,2045,30.38333,-96.01667,
5425445,11/23/2004,2055,29.13333,-96.76667,
5426059,11/23/2004,2100,28.8,-96.98333,
5425449,11/23/2004,2112,29.85,-96.31667,
5425451,11/23/2004,2121,29.98333,-96,
5425446,11/23/2004,2125,30.93333,-95.38333,
5425487,11/23/2004,2125,30.91667,-95.93333,
5425448,11/23/2004,2130,29.35,-96.2,
5425599,11/23/2004,2138,31.06667,-94.95,
5425488,11/23/2004,2140,30.08333,-96.08333,
5425450,11/23/2004,2145,30.33333,-95.46667,
5425867,11/23/2004,2200,27.26667,-98.68333,
5425492,11/23/2004,2200,29.81667,-95.7,
5425491,11/23/2004,2210,30.8,-94.81667,
5425495,11/23/2004,2210,30.06667,-94.8,
5425490,11/23/2004,2225,29.41667,-95.25,
5426339,11/23/2004,2230,30.76667,-94.41667,
5425493,11/23/2004,2235,29.7,-95.2,
5425496,11/23/2004,2235,30.2,-94.8,
5425498,11/23/2004,2245,29.5,-95.1,
5425390,11/23/2004,2300,29.71667,-95.05,
5425600,11/23/2004,2303,GALVESTON SCHOLES FL,11/23/2004,Measured at Scholes Field with no damage.
5425391,11/23/2004,2315,29.76667,-94.68333,
5426340,11/23/2004,2318,30.28333,-94.16667,
5426341,11/23/2004,2320,30.65,-93.91667,
5425497,11/23/2004,2320,29.81667,-94.38333,
5426343,11/23/2004,2340,30.3,-93.75,
5426344,11/23/2004,2342,ORANGE,11/23/2004,
5425160,11/27/2004,25,29.95,-93.91667,
5425594,11/27/2004,135,30.73333,-95.05,
5427968,12/6/2004,1019,31.98333,-102.61667,
5427969,12/6/2004,1055,32,-102.08333,
5427970,12/6/2004,1105,32.3,-101.96667,
5430778,12/6/2004,1255,31.9,-100.48333,
5430837,12/6/2004,1315,31.6,-100.18333,
5428152,12/6/2004,1330,33.6,-99.26667,
5430838,12/6/2004,1345,32.13333,-99.75,
5428153,12/6/2004,1350,33.73333,-98.9,
5430839,12/6/2004,1355,32.45,-99.73333,
5428154,12/6/2004,1406,33.9,-98.5,
5430840,12/6/2004,1409,32.23333,-99.4,
5430841,12/6/2004,1412,31.78333,-99.36667,
5432611,12/6/2004,1420,32.4,-98.81667,
5430842,12/6/2004,1422,32.36667,-99.2,
5430843,12/6/2004,1422,32.13333,-99.16667,
5430844,12/6/2004,1423,31.71667,-99.13333,
5428155,12/6/2004,1432,33.81667,-98.2,
5432610,12/6/2004,1520,32.68333,-98.1,
5432614,12/6/2004,1535,32.08333,-98.33333,
5432613,12/6/2004,1549,32.76667,-98.3,
5432608,12/6/2004,1605,32.45,-97.8,
5432539,12/6/2004,1605,32.55,-97.8,
5432612,12/6/2004,1619,32.23333,-97.75,
5430846,12/6/2004,1626,31,-99.81667,
5432618,12/6/2004,1628,32.46667,-97.38333,
5432609,12/6/2004,1638,32.35,-97.4,
5432540,12/6/2004,1655,32.26667,-97.16667,
5432607,12/6/2004,1700,32.31667,-97.01667,
5432542,12/6/2004,1712,32.25,-96.85,
5432617,12/6/2004,1730,32.33333,-96.63333,
5432616,12/6/2004,1800,32.01667,-96.3,
5432541,12/6/2004,1830,32.2,-95.85,
5434394,1/4/2005,2235,32.6,-102.65,
5433890,1/12/2005,1615,33.36667,-95.68333,
5433888,1/12/2005,1745,32.98333,-96.33333,
5482002,1/12/2005,2300,31.43333,-94.83333,
5481999,1/12/2005,2310,32.06667,-94.25,
5441814,2/19/2005,2029,35.66667,-102.86667,
5441815,2/19/2005,2125,DUMAS MUNI ARPT,2/19/2005,
5441816,2/19/2005,2144,36.26667,-101.4,
5437408,2/24/2005,135,29.35,-99.15,
5437409,2/24/2005,136,29.35,-99.18333,
5437410,2/24/2005,200,29.31667,-98.76667,
5437411,2/24/2005,220,29.23333,-98.8,
5437413,2/24/2005,324,29.13333,-98.21667,
5437866,2/24/2005,700, , ,
5442257,3/6/2005,1840,31.71667,-103.78333,
5442259,3/6/2005,2010,31.76667,-103.05,
5441374,3/7/2005,515,30.16667,-99.36667,
5444526,3/7/2005,1405,29.7,-95.2,
5444528,3/7/2005,1430,29.65,-95.28333,
5444530,3/7/2005,1450,29.7,-95.2,
5444531,3/7/2005,1450,29.7,-95.2,
5444542,3/19/2005,1830,30.31667,-95.45,
5441461,3/19/2005,1840,30.33333,-96.76667,
5439127,3/19/2005,1937,27.78333,-97.41667,
5439128,3/19/2005,1945,27.58333,-97.46667,
5444631,3/19/2005,2246,29.31667,-96.1,
5445583,3/20/2005,112,GALVESTON SCHOLES FL,3/20/2005,Measured at KGLS ASOS.
5441665,3/25/2005,2115,30.31667,-97.8,
5441664,3/25/2005,2200,30.31667,-97.41667,
5439916,3/26/2005,355,31.76667,-99.71667,
5439917,3/26/2005,400,31.83333,-99.56667,
5442263,3/26/2005,450,31.43333,-101.58333,
5442265,3/26/2005,1629,WINK,3/26/2005,High based convection resulted in severe wind gusts near Wink. A gust to 62 MPH was recorded at the Winkler County Airport. No damage was reported.
5441669,3/31/2005,1815,30.2,-97.66667,
5436839,3/31/2005,1856,30.65,-97,
5436842,3/31/2005,1945,32.43333,-95.73333,
5444107,3/31/2005,2010,30.48333,-96.46667,
5480902,3/31/2005,2100,32.25,-94.95,
5480904,3/31/2005,2105,32.25,-94.96667,
5480803,3/31/2005,2145,32.25,-94.43333,
5444108,3/31/2005,2313,30.73333,-94.96667,
5481361,4/1/2005,10,31.28333,-93.98333,
5447600,4/5/2005,1650,33.18333,-96.61667,
5447684,4/5/2005,1742,32.08333,-96.78333,
5447792,4/5/2005,1750,32.06667,-96.41667,
5447797,4/5/2005,1752,31.95,-97.06667,
5447691,4/5/2005,1802,32.1,-96.63333,
5447791,4/5/2005,1830,32.06667,-96.41667,
5447698,4/5/2005,1835,33.65,-95.53333,
5447703,4/5/2005,1855,33.13333,-95.6,
5447798,4/5/2005,1900,32.06667,-96.41667,
5447795,4/5/2005,1900,33.13333,-95.6,
5447705,4/5/2005,1910,31.98333,-95.5,
5481349,4/5/2005,2005,31.88333,-95.15,
5445325,4/5/2005,2020,30.05,-97.45,
5447496,4/5/2005,2120,31.38333,-95.46667,
5443656,4/10/2005,115,33.13333,-95.6,
5447802,4/10/2005,1748,33.36667,-97.25,
5447858,4/10/2005,1750,33.36667,-97.18333,
5443655,4/10/2005,1800,33.36667,-97.18333,
5447864,4/11/2005,54,33.43333,-95.83333,
5447866,4/11/2005,54,33.13333,-95.6,
5447867,4/11/2005,115,33.13333,-95.6,
5481280,4/11/2005,715,31.41667,-94.73333,
5448766,4/11/2005,1040,30.28333,-94.16667,
5448321,4/17/2005,1908,35.11667,-101.91667,
5448324,4/17/2005,2024,34.86667,-101.91667,
5445817,4/18/2005,1520,HART,4/18/2005,Measured by the Texas Tech/West Texas Mesonet site in Hart.
5445819,4/18/2005,1625,TULIA,4/18/2005,Measured by the Texas Tech/West Texas Mesonet site in Tulia.
5448303,4/18/2005,1811,34.81667,-100.9,
5445825,4/18/2005,2010,PADUCAH,4/18/2005,Measured by the Texas Tech/West Texas Mesonet site in Paducah.
5445816,4/20/2005,1803,34.48333,-100.71667,
5443581,4/20/2005,1901,34.31667,-99.91667,
5447957,4/25/2005,1515,32.56667,-97.13333,
5447936,4/25/2005,2125,33.43333,-96.16667,
5447942,4/25/2005,2315,33.13333,-95.6,
5449813,5/8/2005,340,30.31667,-99.31667,
5446910,5/8/2005,408,30.28333,-99.36667,
5453556,5/8/2005,529,31.06667,-98.18333,
5453557,5/8/2005,538,31.45,-97.73333,
5453710,5/8/2005,600,31.55,-97.2,
5453657,5/8/2005,615,31.1,-97.35,
5453707,5/8/2005,627,30.65,-97,
5453558,5/8/2005,632,31.3,-96.9,
5449813,5/8/2005,340,30.31667,-99.31667,
5446910,5/8/2005,408,30.28333,-99.36667,
5453556,5/8/2005,529,31.06667,-98.18333,
5453557,5/8/2005,538,31.45,-97.73333,
5453710,5/8/2005,600,31.55,-97.2,
5453657,5/8/2005,615,31.1,-97.35,
5453707,5/8/2005,627,30.65,-97,
5453558,5/8/2005,632,31.3,-96.9,
5453708,5/8/2005,636,30.88333,-96.91667,
5453559,5/8/2005,656,31.3,-96.63333,
5453560,5/8/2005,705,31.03333,-96.48333,
5453656,5/8/2005,715,31.68333,-96.5,
5453638,5/8/2005,715,31.18333,-96.3,
5453639,5/8/2005,730,31.3,-95.98333,
5453640,5/8/2005,732,31.36667,-96.15,
5453655,5/8/2005,735,31.61667,-96.28333,
5453641,5/8/2005,735,31.71667,-96.16667,
5453642,5/8/2005,738,31.46667,-96.06667,
5453643,5/8/2005,809,31.75,-95.68333,
5453644,5/8/2005,812,31.88333,-95.7,
5453645,5/8/2005,821,31.75,-95.65,
5453654,5/8/2005,830,32.3,-95.98333,
5453658,5/8/2005,830,31.75,-95.63333,
5481558,5/8/2005,855,31.8,-95.15,
5450884,5/8/2005,1500,29.31667,-96.25,
5450885,5/8/2005,1544,29.61667,-95.75,
5450890,5/8/2005,1610,29.71667,-95.65,
5450886,5/8/2005,1612,29.68333,-95.7,
5449770,5/8/2005,1615,28.01667,-97.05,
5450889,5/8/2005,1622,29.28333,-95.75,
5450888,5/8/2005,1622,29.4,-95.83333,
5450892,5/8/2005,1655,29.2,-95.45,
5453709,5/8/2005,1706,31.58333,-98.66667,
5450963,5/8/2005,1706,29.73333,-95.36667,
5450077,5/8/2005,1715,27.78333,-97.41667,
5450894,5/8/2005,1720,29.5,-95.1,
5450897,5/8/2005,1725,29.36667,-95.08333,
5450898,5/8/2005,1725,29.46667,-95.05,
5453652,5/8/2005,1738,32.83333,-97.86667,
5450081,5/8/2005,1745,28.91667,-97.1,
5450964,5/8/2005,1754,29.4,-94.9,
5450965,5/8/2005,1800,29.3,-94.81667,
5450085,5/8/2005,1812,CRPS CHRISTI INTL AR,5/8/2005,
5450092,5/8/2005,1825,27.96667,-97.93333,
5453714,5/9/2005,1804,31.8,-97.95,
5452129,5/10/2005,1707,32.96667,-102.85,
5452130,5/10/2005,1710,DENVER CITY,5/10/2005,Measured by the Texas Tech West Texas Mesonet.
5451214,5/10/2005,1720,31.46667,-102.9,
5452132,5/10/2005,1750,BROWNFIELD,5/10/2005,Measured by the Texas Tech West Texas Mesonet.
5450177,5/10/2005,1751,35.2,-101.1,
5452135,5/10/2005,1810,MORTON,5/10/2005,Measured by the Texas Tech West Texas Mesonet.
5452138,5/10/2005,1845,33.58333,-102.36667,
5452146,5/10/2005,1854,33.58333,-101.85,
5452139,5/10/2005,1855,REESE AFB,5/10/2005,Measured by the Texas Tech West Texas Mesonet.
5452140,5/10/2005,1900,ABERNATHY,5/10/2005,Measured by the Texas Tech West Texas Mesonet.
5452141,5/10/2005,1910,FRIONA,5/10/2005,Measured by the Texas Tech West Texas Mesonet.
5452142,5/10/2005,1920,DIMMITT,5/10/2005,Measured by the Texas Tech West Texas Mesonet.
5452143,5/10/2005,1925,OLTON,5/10/2005,Measured by the Texas Tech West Texas Mesonet.
5450265,5/10/2005,2010,35.2,-101.9,
5452235,5/12/2005,1915,33.51667,-101.78333,
5452239,5/12/2005,2000,33.68333,-101.41667,
5448939,5/13/2005,1830,33.58333,-99.8,
5450040,5/13/2005,1842,33.31667,-99.75,
5448942,5/13/2005,1850,33.5,-99.51667,
5451276,5/15/2005,447,31.85,-102.36667,
5451282,5/15/2005,645,32,-101.91667,
5448785,5/23/2005,2013,35.68333,-101.96667,
5450285,5/25/2005,130,36.43333,-100.13333,
5453722,5/25/2005,1238,33.1,-96.68333,
5453723,5/25/2005,1340,33.06667,-96.21667,
5453724,5/25/2005,1345,32.86667,-95.75,
5453725,5/25/2005,1345,32.66667,-96,
5453726,5/25/2005,1355,32.7,-96,
5481479,5/25/2005,1410,32.78333,-95.61667,
5481478,5/25/2005,1424,32.46667,-95.4,
5453814,5/25/2005,1430,32.05,-96.33333,
5453813,5/25/2005,1445,32.01667,-96.3,
5453816,5/25/2005,1500,32.05,-95.5,
5481477,5/25/2005,1505,32.25,-95.41667,
5453729,5/25/2005,1515,31.88333,-95.7,
5481475,5/25/2005,1515,32.01667,-95.26667,
5450966,5/25/2005,1705,31.53333,-95.21667,
5450493,5/25/2005,1820,31.26667,-102.68333,
5450705,5/25/2005,1828,30.28333,-94.16667,
5450707,5/25/2005,1848,30.66667,-93.91667,
5450708,5/25/2005,1848,30.65,-93.85,
5450141,5/25/2005,2035,32.01667,-100.3,
5450147,5/25/2005,2211,31.6,-100.1,
5450572,5/25/2005,2254,32.7,-102.65,
5450570,5/25/2005,2327,32.73333,-101.95,
5450574,5/26/2005,305,31.95,-103.31667,
5450575,5/26/2005,353,WINK,5/26/2005,The Winkler County Airport ASOS recorded a severe thunderstorm wind gust to 63 MPH. No damage was reported in Winkler County.
5450639,5/26/2005,431,31.53333,-103.13333,
5450397,5/27/2005,1730,31.63333,-101.98333,
5453817,5/28/2005,630,31.1,-97.63333,
5451515,5/28/2005,1343,31.4,-102.35,
5453820,5/28/2005,1622,31.75,-95.63333,
5450152,5/28/2005,2015,30.98333,-98.7,
5454420,5/28/2005,2050,29.81667,-99.38333,
5453822,5/28/2005,2248,31.08333,-97.61667,
5454423,5/29/2005,1630,28.98333,-97.5,
5450712,5/29/2005,1945,30.08333,-94.1,
5450713,5/29/2005,1950,30.26667,-94.16667,
5450716,5/29/2005,2010,30.11667,-94.01667,
5454524,5/29/2005,2025,30.18333,-97.8,
5451173,5/29/2005,2048,29.56667,-95.28333,
5449257,5/29/2005,2124,ALICE,5/29/2005,"Wind gust to 64 mph measured by ALI ASOS.  Several trees were uprooted across the city.  The Alamo Lumber Co. in Alice suffered straight-line winds damage, which included a large shed being destroyed along with fence and lumber material being destroyed.  Over 2000 Alice customers lost power during the storm."
5451174,5/29/2005,2135,29.53333,-95.41667,
5451175,5/29/2005,2140,29.5,-95.1,
5451176,5/29/2005,2145,29.66667,-95.51667,
5449258,5/29/2005,2153,27.48333,-97.86667,
5449187,5/29/2005,2154,29.58333,-96.28333,
5452621,5/30/2005,238,26.2,-98.23333,
5452622,5/30/2005,350,25.95,-97.56667,
5452623,5/30/2005,350,26.18333,-97.7,
5452624,5/30/2005,440,26.06667,-97.2,
5452344,5/31/2005,610,GRAHAM CHAPEL,5/31/2005,Measured by the Texas Tech West Texas Mesonet station in Graham.
5451428,5/31/2005,635,32.85,-101.33333,
5451432,5/31/2005,726,32.6,-101,
5448799,5/31/2005,1559,34.78333,-101.55,
5448800,5/31/2005,1725,35.43333,-101.2,
5449402,5/31/2005,1755,34.21667,-99.36667,
5452445,5/31/2005,1850,33.81667,-100.51667,
5452454,5/31/2005,1935,JAYTON,5/31/2005,Measured by the Texas Tech West Texas Mesonet station in Jayton.
5450241,5/31/2005,2019,32.45,-99.73333,
5449409,5/31/2005,2020,33.41667,-99.8,
5449410,5/31/2005,2023,33.41667,-99.8,
5450243,5/31/2005,2032,31.23333,-100.16667,
5449411,5/31/2005,2035,33.53333,-99.65,
5450246,5/31/2005,2050,31.2,-100.5,
5449412,5/31/2005,2050,33.5,-99.43333,
5450250,5/31/2005,2108,30.85,-100.05,
5450251,5/31/2005,2110,31.68333,-100.33333,
5453823,5/31/2005,2150,32.75,-98.9,
5448861,5/31/2005,2154,33.33333,-99.9,
5448959,5/31/2005,2230,31.4,-100.36667,
5448955,5/31/2005,2300,32.45,-99.73333,
5455066,6/1/2005,5,31.16667,-99.36667,
5455069,6/1/2005,11,31.13333,-99.33333,
5455070,6/1/2005,20,31.01667,-99.18333,
5454531,6/1/2005,110,30.75,-98.78333,
5454608,6/1/2005,140,30.45,-99.13333,
5458528,6/1/2005,142,31.1,-97.35,
5454610,6/1/2005,150,30.05,-99.13333,
5454609,6/1/2005,150,29.96667,-99.03333,
5458530,6/1/2005,200,31.06667,-97.46667,
5458529,6/1/2005,205,30.75,-97.08333,
5452500,6/1/2005,445,28.91667,-97.1,
5458454,6/1/2005,1219,32.75,-97.35,
5458455,6/1/2005,1222,32.93333,-97.25,
5465799,6/2/2005,2330,DENVER CITY,6/2/2005,Measured by the Texas Tech/West Texas Mesonet.
5457509,6/3/2005,0,SEMINOLE,6/3/2005,Severe thunderstorms produced damaging winds over Gaines County shortly after midnight CST. The West Texas Mesonet site near Seagraves recorded a peak gust of 61 MPH at 00:10 CST. Utility poles also were downed by thunderstorm winds along County Road 305 south of Seminole.
5457510,6/3/2005,15,32,-102.08333,
5465800,6/3/2005,30,PLAINS,6/3/2005,Measured by the Texas Tech/West Texas Mesonet.
5465801,6/3/2005,40,BROWNFIELD,6/3/2005,Measured by the Texas Tech/West Texas Mesonet.
5457236,6/3/2005,45,31.56667,-103.01667,
5465802,6/3/2005,55,SUNDOWN,6/3/2005,Measured by the Texas Tech/West Texas Mesonet.
5457511,6/3/2005,100,31.41667,-102.13333,
5465803,6/3/2005,100,DENVER CITY,6/3/2005,Measured by the Texas Tech/West Texas Mesonet.
5465804,6/3/2005,120,MULESHOE,6/3/2005,Measured by the Texas Tech/West Texas Mesonet.
5457513,6/3/2005,130,31.25,-102.1,
5465805,6/3/2005,130,MORTON,6/3/2005,Measured by the Texas Tech/West Texas Mesonet.
5457514,6/3/2005,140,31.16667,-101.35,
5457234,6/3/2005,200,30.88333,-102.78333,
5456911,6/3/2005,200,32.58333,-102.65,
5465806,6/3/2005,550,LEVELLAND,6/3/2005,Measured by the Texas Tech/West Texas Mesonet.  A wake low developed behind dissipating convection across the area and generated severe winds.
5465807,6/3/2005,625,GRAHAM CHAPEL,6/3/2005,Measured by the Texas Tech/West Texas Mesonet.  A wake low developed behind dissipating convection across the area and generated severe winds.
5458622,6/3/2005,1228,31.38333,-97.35,
5456808,6/4/2005,1925,33.73333,-98.9,
5456809,6/4/2005,1931,34.1,-98.56667,
5456810,6/4/2005,1958,33.86667,-98.35,
5453105,6/4/2005,2020,28.68333,-99.81667,
5453106,6/4/2005,2030,28.51667,-99.88333,
5453107,6/4/2005,2100,28.56667,-99.6,
5458624,6/4/2005,2300,33.56667,-97.85,
5458626,6/5/2005,6,33.71667,-96.63333,
5457294,6/5/2005,1657,29.2,-103.03333,
5456482,6/5/2005,1930,32.51667,-101.56667,
5456483,6/5/2005,1930,32.51667,-101.58333,
5465721,6/5/2005,1940,33.61667,-100.33333,
5465722,6/5/2005,2015,33.3,-100.75,
5456558,6/5/2005,2035,32.36667,-101.53333,
5456487,6/5/2005,2100,32.76667,-101.43333,
5456561,6/5/2005,2105,32.68333,-102.16667,
5456951,6/5/2005,2125,33.85,-98.65,
5456563,6/5/2005,2200,32.91667,-101.26667,
5465629,6/5/2005,2300,ODONNELL,6/5/2005,Measured by the Texas Tech/West Texas Mesonet.
5465630,6/5/2005,2305,ODONNELL,6/5/2005,Measured by the Texas Tech/West Texas Mesonet.
5465690,6/5/2005,2340,JAYTON,6/5/2005,Measured by the Texas Tech/West Texas Mesonet.
5465691,6/5/2005,2355,JAYTON,6/5/2005,Measured by the Texas Tech/West Texas Mesonet.
5465692,6/6/2005,0,JAYTON,6/6/2005,Measured by the Texas Tech/West Texas Mesonet.
5481773,6/6/2005,1520,31.68333,-94.18333,
5481774,6/6/2005,1525,31.8,-94.18333,
5481852,6/6/2005,1545,31.93333,-94.1,
5459234,6/6/2005,1705,36.35,-102.96667,
5481763,6/6/2005,1717,32.13333,-95.33333,
5459235,6/6/2005,1756,36.41667,-102.06667,
5459236,6/6/2005,1756,36.36667,-102.13333,
5481766,6/6/2005,1930,33.43333,-94.13333,
5465625,6/6/2005,2000,MORTON,6/6/2005,Measured by the Texas Tech/West Texas Mesonet station.
5465626,6/6/2005,2005,33.95,-102.9,
5465628,6/6/2005,2055,34.03333,-102.31667,
5459296,6/6/2005,2150,35.18333,-100.98333,
5459297,6/6/2005,2150,35.15,-100.93333,
5459298,6/6/2005,2200,35.15,-100.93333,
5459299,6/6/2005,2217,35.23333,-100.6,
5481758,6/7/2005,1640,32.15,-94.35,
5481761,6/7/2005,1715,32.08333,-94.35,
5481757,6/7/2005,1810,32.01667,-94.7,
5481755,6/7/2005,1920,31.86667,-95.15,
5459796,6/9/2005,1728,35.66667,-101.38333,
5457040,6/9/2005,1730,30.36667,-102.86667,
5457044,6/9/2005,1800,30.2,-102.81667,
5457045,6/9/2005,1840,30.16667,-102.63333,
5459811,6/9/2005,1845,35.23333,-100.91667,
5459813,6/9/2005,1850,35.53333,-100.7,
5459814,6/9/2005,1905,35.48333,-100.98333,
5459815,6/9/2005,1909,35.43333,-100.86667,
